,Accident.Number,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured
240,NYC82FNE03,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,No,1.0,Reciprocating,0.0,1.0,1.0,0.0
241,ATL82DA046,Non-Fatal,Substantial,Airplane,Cessna,T210L,Yes,1.0,Reciprocating,0.0,1.0,0.0,0.0
242,SEA82DA028A,Non-Fatal,Minor,Airplane,Boeing,A75N1,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
243,MIA82FLD15,Non-Fatal,Destroyed,Airplane,Piper,PA-31,No,2.0,Reciprocating,0.0,2.0,0.0,0.0
244,LAX82DA065B,Non-Fatal,Minor,Airplane,Bellanca,7KCAB,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
245,SEA82DA028B,Non-Fatal,Substantial,Airplane,Taylorcraft,BC12-D,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
246,MKC82DA027,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
248,LAX82DA065A,Non-Fatal,Substantial,Airplane,Cessna,180,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
249,LAX82DA064,Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
250,CHI82DA039,Non-Fatal,Substantial,Airplane,Piper,PA-28-181,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
251,CHI82DA037,Non-Fatal,Substantial,Airplane,Ercoupe,415-C,No,2.0,Reciprocating,0.0,0.0,0.0,2.0
252,CHI82DA036,Non-Fatal,Substantial,Airplane,Cessna,182H,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
253,CHI82DA035,Non-Fatal,Substantial,Airplane,Cessna,150,No,1.0,Reciprocating,0.0,0.0,2.0,0.0
254,MIA82FA044B,Fatal(8),Destroyed,Airplane,Piper,PA-24-180,No,1.0,Reciprocating,8.0,0.0,0.0,0.0
255,MIA82FA044A,Fatal(8),Destroyed,Airplane,Cessna,182B,No,1.0,Reciprocating,8.0,0.0,0.0,0.0
256,LAX82FJA04,Non-Fatal,Destroyed,Airplane,Piper,PA-28-140,Yes,1.0,Reciprocating,0.0,4.0,0.0,0.0
257,LAX82FA072,Fatal(4),Destroyed,Airplane,Cessna,P210N,No,1.0,Reciprocating,4.0,0.0,0.0,0.0
258,SEA82FYM09,Non-Fatal,Substantial,Airplane,Rockwell Comdr,112TCA,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
259,SEA82DA027,Non-Fatal,Substantial,Airplane,Piper,PA-28-180,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
260,NYC82DA033,Non-Fatal,Substantial,Airplane,Bellanca,7KCAB,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
261,NYC82DA031,Non-Fatal,Substantial,Airplane,Cessna,172N,No,1.0,Reciprocating,0.0,0.0,0.0,5.0
262,MKC82DA029,Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
263,MKC82DA028,Non-Fatal,Substantial,Airplane,Piper,PA-38,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
264,FTW82DA056,Non-Fatal,Substantial,Airplane,Cessna,177RG,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
265,CHI82DA041,Non-Fatal,Substantial,Airplane,Cessna,172,No,1.0,Reciprocating,0.0,0.0,0.0,4.0
266,CHI82DA040,Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
267,CHI82DA038,Non-Fatal,Substantial,Airplane,Cessna,172,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
268,LAX82FA070,Fatal(1),Destroyed,Airplane,Cessna,172N,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
269,ATL82DA049,Non-Fatal,Destroyed,Airplane,Cessna,C-172,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
270,FTW82FQD09,Fatal(1),Substantial,Airplane,Piper,PA-18A-150,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
271,CHI82DEE13,Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
272,CHI82DA043,Non-Fatal,Substantial,Airplane,Piper,PA-28R-201,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
273,CHI82DA042,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
274,ATL82FKW04,Non-Fatal,Substantial,Airplane,Cessna,182P,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
275,ATL82DA050,Non-Fatal,Substantial,Airplane,Cessna,140,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
276,ATL82DA048,Non-Fatal,Substantial,Airplane,Beech,C-23,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
277,LAX82DA068,Non-Fatal,Destroyed,Airplane,Piper,PA-38-112,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
278,FTW82FRG22,Fatal(1),Destroyed,Airplane,Beech,V35A,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
280,LAX82DA066,Non-Fatal,Substantial,Airplane,Cessna,310R,No,2.0,Reciprocating,0.0,0.0,0.0,2.0
281,CHI82DA044,Non-Fatal,Substantial,Airplane,Cessna,172,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
282,ATL82FID06,Non-Fatal,Substantial,Airplane,Cessna,402B,No,2.0,Reciprocating,0.0,0.0,0.0,1.0
283,ANC82DA018,Non-Fatal,Substantial,Airplane,Cessna,185,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
284,MIA82FLD16,Non-Fatal,Destroyed,Airplane,Cessna,310,No,2.0,Reciprocating,0.0,2.0,0.0,0.0
285,LAX82FA069,Fatal(2),Destroyed,Airplane,Beech,95-C55,No,2.0,Reciprocating,2.0,0.0,0.0,0.0
286,NYC82DA032,Non-Fatal,Substantial,Airplane,Cessna,172K,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
287,DEN82DA030,Non-Fatal,Substantial,Airplane,Cessna,421B,No,2.0,Reciprocating,0.0,0.0,0.0,2.0
288,ATL82FA052,Non-Fatal,Substantial,Airplane,Cessna,401,No,2.0,Reciprocating,0.0,0.0,0.0,5.0
290,MIA82FA045,Fatal(2),Destroyed,Airplane,Cessna,421,No,2.0,Reciprocating,2.0,0.0,0.0,0.0
291,LAX82DVA12,Non-Fatal,Destroyed,Airplane,Grumman,G-164B,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
292,MKC82DA030,Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
295,CHI82FEG02,Non-Fatal,Destroyed,Airplane,Piper,PA-24-250,No,1.0,Reciprocating,0.0,4.0,0.0,0.0
296,MIA82DA046,Non-Fatal,Substantial,Airplane,Howard Aircraft Corp.,500,No,2.0,Reciprocating,0.0,0.0,0.0,4.0
297,CHI82DA054,Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
298,LAX82FA078,Fatal(4),Destroyed,Airplane,Cessna,172K,No,1.0,Reciprocating,4.0,0.0,0.0,0.0
299,LAX82FA074,Fatal(1),Destroyed,Airplane,Piper,PA-34,No,2.0,Reciprocating,1.0,0.0,0.0,0.0
300,LAX82FA073,Fatal(2),Destroyed,Airplane,Rockwell,112A,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
301,LAX82FA071,Fatal(4),Destroyed,Airplane,Beech,J35,No,1.0,Reciprocating,4.0,0.0,0.0,0.0
302,MKC82DA037,Non-Fatal,Substantial,Airplane,Cessna,150,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
303,MKC82DA034,Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
304,MIA82DA048,Non-Fatal,Substantial,Airplane,Aeronca,7AC,No,1.0,Reciprocating,0.0,0.0,1.0,1.0
305,FTW82DA057,Non-Fatal,Substantial,Airplane,Cessna,172,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
306,DEN82DA036,Non-Fatal,Substantial,Airplane,Piper,PA-18,No,1.0,Reciprocating,0.0,0.0,1.0,1.0
307,CHI82DA046,Non-Fatal,Substantial,Airplane,Cessna,150,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
308,NYC82FNC04,Fatal(1),Destroyed,Airplane,Aeronca,7EC,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
310,LAX82DUG06,Non-Fatal,Destroyed,Airplane,Cessna,150,No,1.0,Reciprocating,0.0,2.0,0.0,0.0
311,FTW82DA058,Non-Fatal,Destroyed,Airplane,Cessna,152,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
312,NYC82DA034,Non-Fatal,Substantial,Airplane,Bellanca,17-30A,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
313,MKC82DA031,Non-Fatal,Substantial,Airplane,Cessna,150,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
314,MIA82DA057,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
315,CHI82DA055,Non-Fatal,Substantial,Airplane,Piper,PA-38-112,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
316,CHI82DA053,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
317,CHI82DA049,Non-Fatal,Substantial,Airplane,Cessna,172N,No,1.0,Reciprocating,0.0,0.0,0.0,4.0
318,ATL82FLJ04,Fatal(2),Substantial,Airplane,Porterfield,CP-65,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
319,ATL82DA056,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,No,1.0,Reciprocating,0.0,0.0,0.0,4.0
320,LAX82IA075,Incident,Minor,Airplane,Boeing,B737-2H4,No,2.0,Turbo Jet,0.0,0.0,0.0,119.0
321,FTW82DA059,Non-Fatal,Destroyed,Airplane,Cessna,310D,No,2.0,Reciprocating,0.0,0.0,0.0,2.0
322,CHI82FA048,Fatal(1),Destroyed,Airplane,Piper,PA-23,No,2.0,Reciprocating,1.0,0.0,0.0,0.0
323,NYC82DA035,Non-Fatal,Substantial,Airplane,Mooney,M20J,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
324,MKC82DA033,Non-Fatal,Substantial,Airplane,Piper,PA-28-151,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
325,MKC82DA032,Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
326,CHI82DA052,Non-Fatal,Substantial,Airplane,Piper,PA-28-151,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
327,CHI82DA051,Non-Fatal,Substantial,Airplane,Cessna,152(II),No,1.0,Reciprocating,0.0,0.0,0.0,1.0
328,CHI82DA047,Non-Fatal,Substantial,Airplane,Beech,35,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
329,ATL82FA054,Non-Fatal,Substantial,Airplane,Piper,PA-28R-180,No,1.0,Reciprocating,0.0,1.0,2.0,0.0
330,ATL82DLJ05,Non-Fatal,Substantial,Airplane,Cessna,150M,No,1.0,Reciprocating,0.0,0.0,1.0,1.0
331,ATL82DA053,Non-Fatal,Substantial,Airplane,Bellanca,8GCBC,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
332,CHI82DA050,Non-Fatal,Substantial,Airplane,Piper,PA-31-310,No,2.0,Reciprocating,0.0,0.0,0.0,2.0
333,MIA82DA047,Non-Fatal,Substantial,Airplane,Cessna,172,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
334,ATL82FA055,Fatal(8),Destroyed,Airplane,Piper,PA-31T2,No,2.0,Turbo Prop,8.0,0.0,0.0,0.0
335,CHI82DA057,Non-Fatal,Substantial,Airplane,Beech,90,No,2.0,Turbo Prop,0.0,0.0,0.0,4.0
336,DCA82AA015,Non-Fatal,Substantial,Airplane,Nihon,YS-11A,No,2.0,Turbo Prop,0.0,0.0,3.0,36.0
337,MIA82DA065,Non-Fatal,Destroyed,Airplane,Cessna,152,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
338,LAX82DA076,Non-Fatal,Substantial,Airplane,Cessna,172M,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
339,FTW82FQA13,Non-Fatal,Substantial,Airplane,Piper,PA-28RT-201T,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
340,FTW82DA060,Non-Fatal,Substantial,Airplane,Bellanca,7ECA,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
341,DEN82DA035,Non-Fatal,Substantial,Airplane,Cessna,177RG,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
342,DEN82DA033,Non-Fatal,Substantial,Airplane,Cessna,210,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
343,DEN82DA032,Non-Fatal,Substantial,Airplane,Cessna,210,No,1.0,Reciprocating,0.0,0.0,2.0,0.0
345,DEN82FA034,Non-Fatal,Substantial,Airplane,Piper,PA-23,No,2.0,Reciprocating,0.0,0.0,0.0,6.0
346,SEA82IA029,Incident,Minor,Airplane,Embraer,EMB-11OP1,No,2.0,Turbo Prop,0.0,0.0,0.0,16.0
347,DEN82FTM09,Fatal(1),Destroyed,Airplane,Beech,A36,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
348,ATL82FA057,Fatal(1),Destroyed,Airplane,Piper,PA-28-140,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
349,NYC82DA037,Non-Fatal,Substantial,Airplane,Cessna,T210N,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
350,MIA82DA052,Non-Fatal,Substantial,Airplane,Great Lakes,2T1A-2,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
352,NYC82DA039,Non-Fatal,Substantial,Airplane,Piper,PA-44-180T,No,2.0,Reciprocating,0.0,0.0,0.0,3.0
355,FTW82DA061,Non-Fatal,Substantial,Airplane,Cessna,172H,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
356,CHI82DA069,Non-Fatal,Substantial,Airplane,Cessna,180,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
357,CHI82DA060,Non-Fatal,Substantial,Airplane,Cessna,172A,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
358,CHI82DA058,Non-Fatal,Substantial,Airplane,Beech,58,No,2.0,Reciprocating,0.0,0.0,0.0,1.0
359,MIA82DA055,Non-Fatal,Substantial,Airplane,Cessna,P206B,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
361,CHI82FA059,Non-Fatal,Substantial,Airplane,Cessna,404,No,2.0,Reciprocating,0.0,0.0,0.0,7.0
362,LAX82FVM12,Non-Fatal,Destroyed,Airplane,Pitts,51,Yes,1.0,Reciprocating,0.0,0.0,1.0,0.0
363,LAX82DA082,Fatal(1),Destroyed,Airplane,Cessna,172L,No,1.0,Reciprocating,1.0,1.0,0.0,0.0
364,FTW82FQA14,Fatal(2),Destroyed,Airplane,Cessna,182Q,Yes,1.0,Reciprocating,2.0,0.0,0.0,0.0
365,FTW82FPD09,Fatal(1),Destroyed,Airplane,Piper,PA-36-375,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
366,MKC82DA039,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
367,MIA82DA054,Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
368,LAX82DA081,Non-Fatal,Substantial,Airplane,Cessna,172N,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
369,FTW82DA065,Non-Fatal,Substantial,Airplane,Cessna,150M,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
370,FTW82DA063,Non-Fatal,Substantial,Airplane,Cessna,140,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
371,CHI82DA062,Non-Fatal,Substantial,Airplane,Beech,56TC,No,2.0,Reciprocating,0.0,0.0,0.0,1.0
372,CHI82DA061,Non-Fatal,Substantial,Airplane,Cessna,150,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
373,ANC82DA020,Non-Fatal,Substantial,Airplane,Grumman,G-21A,No,2.0,Reciprocating,0.0,0.0,0.0,2.0
374,MKC82DCJ01,Non-Fatal,Destroyed,Airplane,Piper,PA-22-150,No,1.0,Reciprocating,0.0,2.0,0.0,0.0
375,LAX82FUA10,Non-Fatal,Destroyed,Airplane,Piper,PA-28-181,No,1.0,Reciprocating,0.0,4.0,0.0,0.0
376,LAX82FA084,Fatal(1),Destroyed,Airplane,Piper,PA-28-180,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
377,DCA82AA016,Fatal(1),Destroyed,Airplane,De Havilland,DHC-6,No,2.0,Turbo Prop,1.0,10.0,1.0,0.0
378,MKC82DA038,Non-Fatal,Substantial,Airplane,Grumman,AA-5A,No,1.0,Reciprocating,0.0,0.0,0.0,4.0
379,MKC82DA036,Non-Fatal,Substantial,Airplane,Piper,PA-32R-301T,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
380,MKC82DA035,Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
381,LAX82FA080,Non-Fatal,Substantial,Airplane,Cessna,172N,No,1.0,Reciprocating,0.0,0.0,1.0,3.0
382,LAX82DA083,Non-Fatal,Substantial,Airplane,Mooney,M-20C,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
383,FTW82FRJ08,Fatal(2),Substantial,Airplane,Bellanca,7GCBC,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
384,CHI82DA067,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
385,CHI82DA066,Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
386,CHI82DA064,Non-Fatal,Substantial,Airplane,Fairchild Hiller,227C,No,2.0,Turbo Prop,0.0,0.0,0.0,4.0
387,CHI82DA063,Non-Fatal,Substantial,Airplane,Bellanca,8KCAB,No,1.0,Reciprocating,0.0,1.0,1.0,0.0
389,DEN82FA062,Fatal(2),Destroyed,Airplane,Bellanca,14-19-3A,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
390,NYC82DA049,Non-Fatal,Substantial,Airplane,Cessna,421C,No,2.0,Reciprocating,0.0,0.0,0.0,6.0
391,FTW82DA067,Non-Fatal,Substantial,Airplane,Grumman,G-164A,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
392,FTW82DA066,Non-Fatal,Substantial,Airplane,Cessna,A185F,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
393,FTW82DA064,Non-Fatal,Substantial,Airplane,Cessna,180,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
394,CHI82DA065,Non-Fatal,Substantial,Airplane,Piper,PA-38-112,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
395,MIA82DA056,Non-Fatal,Substantial,Airplane,Cessna,210A,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
396,CHI82DA068,Non-Fatal,Substantial,Airplane,Piper,PA-60,No,2.0,Reciprocating,0.0,0.0,0.0,1.0
397,LAX82DVD10,Non-Fatal,Destroyed,Airplane,Cessna,A188B,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
399,MKC82DA041,Non-Fatal,Substantial,Airplane,Piper,PA-60/601P,No,2.0,Reciprocating,0.0,0.0,0.0,3.0
400,FTW82DA068,Non-Fatal,Substantial,Airplane,Cessna,172,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
401,CHI82DA070,Non-Fatal,Substantial,Airplane,Cessna,152II,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
402,MIA82DA077,Non-Fatal,Destroyed,Airplane,Cessna,210,No,1.0,Reciprocating,0.0,2.0,0.0,0.0
403,LAX82FUJ31,Non-Fatal,Destroyed,Airplane,Rockwell,COMMANDER 114,No,1.0,Reciprocating,0.0,2.0,0.0,0.0
404,LAX82FA085,Fatal(1),Destroyed,Airplane,Beech,BE-95-C55,No,2.0,Reciprocating,1.0,0.0,0.0,0.0
405,FTW82FA069,Non-Fatal,Destroyed,Airplane,Cessna,150,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
406,FTW82DA070,Non-Fatal,Destroyed,Airplane,Cessna,172,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
408,SEA82FYM10,Non-Fatal,Substantial,Airplane,Weatherly,201C,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
409,NYC82DA040,Non-Fatal,Substantial,Airplane,Cessna,310Q,No,2.0,Reciprocating,0.0,0.0,0.0,2.0
410,CHI82DA071,Non-Fatal,Substantial,Airplane,Cessna,414,No,2.0,Reciprocating,0.0,0.0,0.0,1.0
411,ATL82DA058,Non-Fatal,Substantial,Airplane,Eagle,DW-1,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
412,ATL82FA059,Fatal(4),Destroyed,Airplane,Cessna,210L,No,1.0,Reciprocating,4.0,0.0,0.0,0.0
413,SEA82DA030,Non-Fatal,Substantial,Airplane,Piper,PA-28-181,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
414,FTW82DA080,Non-Fatal,Substantial,Airplane,Cessna,421B,No,2.0,Reciprocating,0.0,0.0,0.0,3.0
415,CHI82DA075,Non-Fatal,Substantial,Airplane,Beech,23,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
416,FTW82FRG25,Non-Fatal,Substantial,Airplane,Piper,PA-23,No,2.0,Reciprocating,0.0,0.0,0.0,5.0
417,FTW82FPA11,Non-Fatal,Substantial,Airplane,Beech,D18S,No,2.0,Reciprocating,0.0,0.0,0.0,1.0
419,ATL82IA060,Incident,Minor,Airplane,Beech,B90,No,2.0,Turbo Prop,0.0,0.0,0.0,3.0
420,MKC82DA040,Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
421,CHI82DA073,Non-Fatal,Substantial,Airplane,Cessna,150,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
422,ANC82DA021,Non-Fatal,Substantial,Airplane,Piper,PA-20,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
423,LAX82FUJ29,Non-Fatal,Substantial,Airplane,Cessna,182C,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
424,MIA82DA058,Non-Fatal,Destroyed,Airplane,Cessna,152,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
425,LAX82IA086,Incident,Minor,Airplane,Aeronca,11AC,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
426,LAX82FVA13,Fatal(1),Destroyed,Airplane,Beech,T-34B,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
427,NYC82FA041,Non-Fatal,Substantial,Airplane,Cessna,150G,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
428,NYC82DA030,Non-Fatal,Substantial,Airplane,Piper,PA-38-112,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
429,MIA82DA060,Non-Fatal,Substantial,Airplane,Cessna,170,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
431,LAX82FVG18,Non-Fatal,Substantial,Airplane,Cessna,320C,No,2.0,Reciprocating,0.0,0.0,0.0,3.0
432,FTW82DA072,Non-Fatal,Substantial,Airplane,Cessna,T210M,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
434,CHI82DA074,Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
435,LAX82FA088,Fatal(6),Destroyed,Airplane,Cessna,T21OL,No,1.0,Reciprocating,6.0,0.0,0.0,0.0
437,ATL82FA066,Fatal(4),Destroyed,Airplane,Piper,PA-32-260,No,1.0,Reciprocating,4.0,0.0,0.0,0.0
438,SEA82DA031,Non-Fatal,Substantial,Airplane,Cessna,172N,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
439,MIA82DA061,Non-Fatal,Substantial,Airplane,Cessna,172L,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
441,LAX82DA087,Non-Fatal,Substantial,Airplane,Piper,J3-F65,No,1.0,Reciprocating,0.0,0.0,1.0,1.0
442,FTW82DPM10,Non-Fatal,Substantial,Airplane,Cessna,140A,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
444,FTW82DA077,Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
447,ATL82DA061,Non-Fatal,Destroyed,Airplane,Homebuilt,PDQ-2,Yes,1.0,Reciprocating,0.0,0.0,1.0,0.0
448,LAX82DA112,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
449,FTW82DA115,Non-Fatal,Substantial,Airplane,Piper,PA-25-235C,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
450,FTW82DA078,Non-Fatal,Substantial,Airplane,Bellanca,8GCBC,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
451,FTW82DA074,Non-Fatal,Substantial,Airplane,Piper,PA-38-112,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
453,FTW82DA079,Non-Fatal,Substantial,Airplane,Cessna,U206,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
454,NYC82FGT08,Fatal(2),Destroyed,Airplane,Cessna,A152,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
455,MKC82FCG17,Fatal(1),Destroyed,Airplane,Ercoupe,415-C,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
457,NYC82DA044,Non-Fatal,Substantial,Airplane,Cessna,182RG,No,1.0,Reciprocating,0.0,0.0,0.0,4.0
458,LAX82FUA12,Non-Fatal,Substantial,Airplane,Beech,35-B33,No,1.0,Reciprocating,0.0,0.0,1.0,3.0
459,LAX82DA092,Non-Fatal,Substantial,Airplane,Piper,J3F-65,No,1.0,Reciprocating,0.0,0.0,2.0,0.0
460,ATL82DA064,Non-Fatal,Substantial,Airplane,Mooney,M20F,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
462,ANC82DA023,Non-Fatal,Substantial,Airplane,Piper,PA-18,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
464,MIA82DA062,Fatal(1),Destroyed,Airplane,Cessna,150,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
466,NYC82DA042,Non-Fatal,Substantial,Airplane,Cessna,172RG,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
467,FTW82DA081,Non-Fatal,Substantial,Airplane,Cessna,P210N,No,1.0,Reciprocating,0.0,0.0,4.0,0.0
468,ANC82DA022,Non-Fatal,Substantial,Airplane,Cessna,170,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
469,FTW82DA087,Non-Fatal,Substantial,Airplane,Piper,PA-32-300,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
470,LAX82DA091,Non-Fatal,Destroyed,Airplane,Beech,B35,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
471,FTW82FQG15,Fatal(1),Destroyed,Airplane,Piper,PA-36,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
472,DEN82FA038,Fatal(3),Destroyed,Airplane,Cessna,172,No,1.0,Reciprocating,3.0,0.0,0.0,0.0
473,MIA82DA081,Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
474,MIA82DA063,Non-Fatal,Substantial,Airplane,Cessna,310K,No,2.0,Reciprocating,0.0,0.0,0.0,1.0
475,DEN82FA039,Fatal(1),Substantial,Airplane,Mooney,M20E,No,1.0,Reciprocating,1.0,0.0,1.0,0.0
